StartDate,EndDate,Duration (in seconds),ResponseId,Division,Q2_1,Q3_7,Q3_15,Q3_16,Q3_17,Q4_2,Q4_8,Q5_5,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7_1,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q12_3,Q13_4,Q13_5,Q14,Q15_4,Q15_10,Q15_9,Q15_7,Q15_8,Q15_11,Q15_5,Q15_12,Q16,Q17,Q18,Q19,Q20,Q20_4_TEXT,Q21,Q22,Q23,Q23_11_TEXT,Q24,Q24_11_TEXT,Q25,Q26_10,Q26_9,Q26_7,Q26_8,Q26_5,Q26_12,Q27_4,Q27_10,Q27_9,Q27_7,Q27_8,Q27_11
2/22/2021 17:21:55,2/22/2021 17:33:24,689,R_28PcCn6sqHROgIB,MS,6,5,1,4,6,1.5,1,8.5,10,4,1,2,3,,8,1,4,2,3,Coding and robotics ,1,4,2,3,5,2,,,Math,,,,,,,,,,,,8,Male,,5,30 to 60 minutes,Multiracial,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)",3,6,4,2,1,5,2,5,1,6,4,3
2/22/2021 11:35:42,2/22/2021 11:40:05,262,R_elhWUHjrmspyiBP,US,6.4,12,1,5,3,3,5.9,9.9,10.4,2,1,3,4,5,6.1,2,3,1,4,Basketball team,2,1,3,4,4,3.2,5,5,World Language,5,2,4,1,6,7,3,8,Yes,"History,Math",,12,Male,,3 or fewer,Less than 15 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:31:12,2/22/2021 11:39:10,478,R_2R4jtmevGucEPyJ,US,6.5,4,8,12,2,4,8,8,8,1,2,4,3,5,6,2,3,4,1,Theater,1,2,4,3,3,4,8,8,History,7,6,2,3,4,8,1,5,Yes,"History,Science",,9,Female,,4,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:35:41,2/22/2021 11:42:17,395,R_Zrx9w5iyqBevBFD,US,8,10,0,6,3,1.5,2.5,7.5,10,1,3,2,4,5,3,3,4,2,1,P&D,2,1,4,3,0,3,4,5,Math,7,1,6,3,5,8,4,2,No,,,9,Male,,5,15 to 30 minutes,White,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 12:43:53,2/22/2021 12:48:02,248,R_1QmuT8jgVxe9TzF,US,7.7,3,4,0,12,3,6,10.2,10.2,1,3,2,4,5,5,1,3,4,2,,1,2,4,3,1,2,7,9,English,3,5,1,6,4,7,2,8,Yes,"Fine Arts,Science",,10,Prefer not to answer,,4,Prefer not to answer,Prefer not to answer,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer,,,,,,,,,,,,
2/22/2021 11:31:54,2/22/2021 11:42:19,625,R_1P6FgR1i4DfQ6C7,US,6,4,5,4,4,3.5,4,7.5,10,2,1,4,3,5,7.2,3,4,1,2,Student Government,1,2,4,3,5,2.5,10,3,Math,5,6,2,8,3,7,1,4,Yes,"History,Science",,10,Female,,5,Less than 15 minutes,"Asian: East Asian,Multiracial,White",,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 16:27:46,2/22/2021 16:30:34,167,R_6MDVhnu543oJiNj,US,9,3,0,20,9,3,6,6.5,9.6,2,1,5,3,4,10,3,1,4,2,Robotics,3,1,4,2,0,3.3,7,6,Math,1,4,5,6,2,7,3,8,Yes,"CADS,Science",AI in Design / BioTech,12,Male,,3 or fewer,15 to 30 minutes,"Asian: East Asian,Multiracial,White",,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:02,2/22/2021 11:42:32,390,R_2t4Zs4T4olQxIrP,MS,10,8,0,2,13,2.7,3,6.3,12,3,1,2,4,,5,2,3,1,4,Football,1,3,4,2,3,5,,,History,,,,,,,,,,,,8,Male,,4,15 to 30 minutes,White,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",1,3,5,4,6,2,1,2,3,4,5,6
2/22/2021 11:36:55,2/22/2021 11:43:58,423,R_0fHoZTMllzYGopP,MS,4,8,3,4,7,0.3,0.3,8,10,2,1,3,4,,10,2,4,1,3,,1,2,3,4,4,3,,,English,,,,,,,,,,,,6,Male,,4,15 to 30 minutes,Prefer to self-describe,Asian American,Other (optional specification),None,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",4,6,3,2,1,5,1,2,3,4,5,6
2/22/2021 11:35:33,2/22/2021 11:40:31,298,R_3L0TTawf30hU4W7,MS,7.3,5,0,0,15,1,1,6,9,1,4,3,2,,8.3,2,3,4,1,,3,2,4,1,5,5,,,Math,,,,,,,,,,,,8,Female,,5,15 to 30 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",3,6,5,2,1,4,2,1,5,3,4,6
2/22/2021 11:35:36,2/22/2021 11:40:46,309,R_Q0bEzFqIV11aUzT,MS,10,4,10,1,5,3,4,6,10.5,2,4,1,3,,5,3,2,4,1,,2,1,3,4,1,2,,,World Language,,,,,,,,,,,,7,Male,,4,Less than 15 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",1,2,3,4,5,6,1,2,3,4,5,6
2/22/2021 11:36:02,2/22/2021 11:48:00,717,R_2WUQMuFWrcpifoJ,US,6,8,0,0,6,3.5,7,6.5,9,4,1,3,2,5,5,2,3,4,1,Dance,3,1,4,2,3,3,9,7,Science,7,1,3,5,2,8,4,6,Yes,"Fine Arts,History",,11,Female,,5,15 to 30 minutes,Prefer not to answer,,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:35:53,2/22/2021 11:39:57,243,R_e35xy5u2kXsY7V7,US,6,0,0,0,0,1.5,1.5,6.5,9,1,2,3,4,5,6,4,3,1,2,sporta,3,2,1,4,1,5,4,6,Math,7,1,5,2,6,4,8,3,Yes,"English,History",,9,Male,,4,30 to 60 minutes,Hispanic or Latina/o/x,,Agnostic,,High school diploma or G.E.D,,,,,,,,,,,,
2/22/2021 11:37:32,2/22/2021 11:41:43,250,R_3J4PnftMELDMApC,US,6,8,3,1,12,2.8,6,7,9,2,1,3,5,4,0,2,4,1,3,Sports when it happens in person,3,4,2,1,5,2.9,3,5,English,6,4,1,3,5,7,8,2,Yes,"Math,World Language",,11,Male,,4,30 to 60 minutes,Asian: East Asian,,Agnostic,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:34:24,2/22/2021 11:38:06,221,R_1C2uNLnAyovGB4f,MS,8.7,1,0,0,20,2,3.6,8.6,10,2,1,3,4,,4.1,2,4,1,3,Fine Arts,1,4,3,2,0,0.3,,,History,,,,,,,,,,,,8,Male,,6 or more,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",2,6,3,1,5,4,1,6,2,3,4,5
2/22/2021 11:24:31,2/22/2021 11:32:17,466,R_1d9T1j3rfOm11Zl,MS,6,8,7,7,12,2,4.5,9,9.5,2,1,4,3,,6,1,3,2,4,,3,1,2,4,3,3,,,Math,,,,,,,,,,,,6,Male,,4,Less than 15 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",1,5,3,6,2,4,1,3,2,4,5,6
2/22/2021 11:34:33,2/22/2021 11:37:37,183,R_1PSDOUm0HNrwdl0,US,6,6,1,4,8,2,3,8,10,1,2,4,3,5,7,2,1,3,4,Robotics,4,1,3,2,1,3,8,7,CADS,3,4,7,2,1,8,6,5,Yes,"CADS,History",,11,Male,,3 or fewer,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:21,2/22/2021 11:42:36,375,R_2thuPeLny5amVFl,US,7.1,4,1,13,3,3.5,8,8,9,2,1,3,4,5,10,3,4,1,2,Track,1,2,4,3,3,3,7,3,Science,8,5,3,4,6,7,1,2,Yes,"History,Science",,12,Female,,5,30 to 60 minutes,"Asian: East Asian,Hispanic or Latina/o/x,Multiracial,White",,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 12:28:08,2/22/2021 13:14:24,2776,R_1q57cb2AWDWNCf3,US,7,8,1,3,6,4,9,8,11,3,4,1,2,5,8,1,4,2,3,sports,1,3,2,4,1,4,1,9,History,3,4,5,1,6,8,7,2,Yes,"History,Science",I would have loved to take a climate change/policy class as I hope to work in that field one day,12,Female,,4,Less than 15 minutes,"Asian: East Asian,Multiracial,White",,Jewish,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:44:50,2/22/2021 12:45:36,3645,R_RRDkiZ978YrvaU1,US,8.7,9,6,10,20,4.8,7.5,6,12,2,1,4,3,5,7.4,2,4,1,3,SPORTS,2,4,1,3,3,2.5,9,7,Math,7,5,6,3,2,8,1,4,No,,,10,Female,,4,60 minutes or more,White,,Jewish,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:38:44,2/22/2021 11:43:01,257,R_2UYsaya243CGNeB,US,3.4,6,1,2,7,3,6,7.6,9,1,2,3,4,5,7.2,4,1,3,2,cru,2,4,3,1,2,2.5,8,3,Math,2,7,6,5,3,8,4,1,No,,,10,Female,,5,Less than 15 minutes,"Asian: East Asian,Multiracial,White",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:00,2/22/2021 12:23:07,2827,R_29rNvyNV1keAskF,MS,4.9,10,0,0,11,0.8,1.4,8.8,8.8,1,2,3,4,,5.3,2,4,1,3,Sports ,2,3,4,1,4,4,,,English,,,,,,,,,,,,6,Female,,6 or more,30 to 60 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",2,3,4,1,5,6,1,3,2,5,6,4
2/22/2021 11:27:22,2/22/2021 15:47:45,15622,R_1erB0sf93RXTS9B,US,6.5,4,3,10,4,3,6,6,8,1,2,3,4,5,10,3,4,1,2,Cross Country,1,2,3,4,1,3,7,5,Math,7,2,5,6,3,8,1,4,No,,,9,Male,,4,15 to 30 minutes,Hispanic or Latina/o/x,,Agnostic,,High school diploma or G.E.D,,,,,,,,,,,,
2/22/2021 11:35:05,2/22/2021 11:39:40,274,R_2twYyiiwERTHQ8V,US,8.5,4,1,3,10,2,2,7.9,10.2,1,3,2,4,5,10,2,3,1,4,sailing,2,3,4,1,1,3,7,6,Math,2,5,6,1,7,8,3,4,Yes,"English,History",,9,Male,,4,Less than 15 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:50,2/22/2021 11:42:54,364,R_2xJlwPIjUKK7r7R,MS,7,4,2,3,3,1,0.2,10,10,4,1,3,2,,6.9,1,4,3,2,Debate,4,3,1,2,4,3.1,,,Math,,,,,,,,,,,,6,Male,,4,Less than 15 minutes,"Asian: Indian or South/Southeast Asian,Multiracial,Prefer to self-describe",European East Asian American,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)",2,3,1,6,5,4,2,3,1,6,5,4
2/22/2021 11:23:08,2/22/2021 11:30:19,431,R_2QLFsD9NLrmr034,MS,3,5,1,1,8,1.2,1,9,8.5,4,1,2,3,,2,1,2,3,4,Idk yet,3,4,2,1,5,3,,,Math,,,,,,,,,,,,6,Female,,6 or more,30 to 60 minutes,White,,Jewish,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",1,6,2,3,5,4,4,2,1,6,5,3
2/22/2021 11:38:55,2/22/2021 11:45:05,369,R_2P0zfGXUgJQoVxX,MS,6.7,1,0,1,6,2,3.1,8,10,1,3,2,4,,2.2,3,2,4,1,,1,2,4,3,0,4.1,,,Science,,,,,,,,,,,,7,Non-binary,,4,15 to 30 minutes,"Hispanic or Latina/o/x,White",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",2,3,1,6,5,4,2,6,3,1,4,5
2/22/2021 11:31:32,2/22/2021 11:36:31,298,R_RsNjduWIkgmor9T,MS,5,12,7,10,2,3,8,10,11,1,2,3,4,,6,1,3,4,2,,4,2,3,1,5,5,,,Math,,,,,,,,,,,,6,Female,,5,30 to 60 minutes,Hispanic or Latina/o/x,,"Christian (Protestant, Catholic, Orthodox, etc.)",,Not sure/Prefer not to answer,1,6,2,5,4,3,1,3,2,6,4,5
2/22/2021 11:36:04,2/22/2021 11:41:50,345,R_12rLKpTzBp3T9ab,US,7,8,7,0,5,3,4.5,7,9,1,2,5,4,3,4,3,4,1,2,sports,3,4,2,1,0,4.5,5,5,Math,8,1,2,3,5,7,6,4,No,,,9,Female,,4,Less than 15 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:28:59,2/22/2021 11:40:30,690,R_2tJaG1jt5YEUxKQ,US,5,12,0,4,3,2,4,6,7,1,4,2,3,5,8,2,3,4,1,theater,1,2,3,4,3,2,4,6,Science,8,7,1,3,6,5,2,4,Yes,"Fine Arts,History",,9,Female,,4,30 to 60 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:12,2/22/2021 11:43:54,521,R_1DOPJmAnTKK7xan,MS,5,1,0,1,7,0.7,3.5,7.5,9,2,1,4,3,,5,1,2,3,4,Clubs,1,4,2,3,5,4.9,,,Science,,,,,,,,,,,,6,Male,,4,15 to 30 minutes,Multiracial,,Buddhist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",2,6,3,5,1,4,1,6,2,5,3,4
2/22/2021 11:37:45,2/22/2021 11:44:59,433,R_3G9xJDHXFq4Ysta,MS,4.8,4,0,2,16,1,3.1,8,7,1,2,4,3,,8,1,3,2,4,Sports,2,3,4,1,3,2,,,Science,,,,,,,,,,,,7,Male,,5,15 to 30 minutes,Hispanic or Latina/o/x,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer,1,4,5,2,6,3,1,3,2,4,5,6
2/22/2021 11:34:53,2/22/2021 12:30:06,3313,R_3O043LS4JgL4XiF,US,7.1,3,0,4,8,3.1,5,5.5,8,1,4,5,3,2,7,3,2,4,1,??,2,1,4,3,3,0.5,2,9,English,7,1,2,3,6,8,5,4,Yes,"English,Fine Arts",,10,Non-binary,,4,15 to 30 minutes,Asian: East Asian,,Agnostic,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:37:36,2/22/2021 12:39:12,3696,R_1g2D5aj2G11qKM5,US,6.5,8,3,3,6,4.5,7,8.7,10,1,2,5,4,3,7,3,4,1,2,,1,2,3,4,3,1.4,9,3,Science,2,8,3,4,5,6,1,7,Yes,"History,Science",,12,Female,,4,Less than 15 minutes,"Asian: East Asian,Multiracial,White",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:09,2/22/2021 11:40:29,260,R_SO7b5ZCC16fNVzH,US,8.5,3,1,1,12,4,8,8.5,10.5,3,1,2,5,4,6.4,1,3,2,4,sports,2,1,3,4,5,1,8,3,History,5,2,4,7,3,8,1,6,Yes,"CADS,Science",,11,Female,,4,30 to 60 minutes,White,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 23:54:41,2/23/2021 0:01:21,399,R_OHUWPVtKz00o7Xb,MS,4,0,0,0,3,0.5,0.5,8.5,9.4,2,1,4,3,,5,1,3,2,4,Debate,2,4,1,3,1,2.5,,,World Language,,,,,,,,,,,,7,Male,,4,15 to 30 minutes,"Asian: East Asian,Asian: Indian or South/Southeast Asian",,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",2,5,6,1,3,4,2,6,1,4,5,3
