StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2_1,Q3_7,Q3_15,Q3_16,Q3_17,Q4_2,Q4_8,Q5_5,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q7_1,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q12_3,Q14,Q26_10,Q26_9,Q26_7,Q26_8,Q26_5,Q26_12,Q27_4,Q27_10,Q27_9,Q27_7,Q27_8,Q27_11,Q19,Q20,Q20_4_TEXT,Q21,Q22,Q23,Q23_11_TEXT,Q24,Q24_11_TEXT,Q25
2/22/2021 11:35:22,2/22/2021 11:39:20,IP Address,100,237,True,2/22/2021 11:39:20,R_dnlzjzVihaQ1cgF,gl,EN,7.3,3,1,0,14,3.1,2,6,8,1,3,2,4,8,2,1,4,3,Probably clubs,3,2,4,1,3,1,English,6,5,1,2,4,3,1,2,4,3,5,6,8,Female,,3 or fewer,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:27:48,2/22/2021 11:39:22,IP Address,100,694,True,2/22/2021 11:39:22,R_2SpG9NWvpcE7MH9,gl,EN,5.7,2,0,0,9,1.5,1,8,10,1,3,4,2,5,1,4,3,2,I don't have one,4,3,1,2,3,2,Math,5,3,6,1,4,2,1,2,5,3,4,6,8,Female,,5,Less than 15 minutes,Asian: East Asian,,Other (optional specification),I don't affiliate with any religion,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:17,2/22/2021 11:39:33,IP Address,100,196,True,2/22/2021 11:39:34,R_vNfjiSN06GHw9Tb,gl,EN,5.1,0,0,5,14,0.5,0.5,8,10,1,2,4,3,4,2,3,1,4,Sports,2,4,1,3,4,5,Math,1,6,3,2,5,4,1,3,2,4,5,6,6,Male,,4,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:30:15,2/22/2021 11:39:37,IP Address,100,562,True,2/22/2021 11:39:38,R_1pm0bBjgYc3Smof,gl,EN,7,4,0,1,2,1.5,2,6,8,4,2,1,3,5,1,3,4,2,Fine arts,4,3,2,1,4,2,Math,1,3,6,5,4,2,1,3,2,4,5,6,8,Female,,4,Less than 15 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:48,2/22/2021 11:39:40,IP Address,100,231,True,2/22/2021 11:39:40,R_BRkkVvZP0H7PZex,gl,EN,8.4,4,2,0,12,0.8,1.5,6.8,10.5,2,1,4,3,6.1,2,3,1,4,Sports,4,3,2,1,4,4.1,History,1,5,6,2,4,3,2,1,5,3,4,6,8,Female,,3 or fewer,15 to 30 minutes,"Asian: East Asian,White",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:48,2/22/2021 11:39:52,IP Address,100,243,True,2/22/2021 11:39:52,R_2s1iHgeT4iaSQby,gl,EN,6.5,2,1,0,20,2.8,3.3,7,9,1,4,2,3,4.2,1,3,2,4,,3,2,1,4,3,2.3,Math,,,,,,,1,2,4,5,6,3,6,Male,,5,30 to 60 minutes,Prefer not to answer,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 11:34:29,2/22/2021 11:40:02,IP Address,100,333,True,2/22/2021 11:40:03,R_1lymqjZfe1oryXM,gl,EN,7.1,0,0,4,3,1.2,1.1,8,9.5,1,3,4,2,4.5,1,3,4,2,Visual arts! ,1,3,2,4,5,0.5,Math,1,4,2,6,3,5,3,2,1,4,6,5,6,Female,,4,Less than 15 minutes,White,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:34:35,2/22/2021 11:40:04,IP Address,100,328,True,2/22/2021 11:40:04,R_7OqFOqSRV5C2tax,gl,EN,6.4,3,1,1,7,2,3,8,7.5,1,3,2,4,7.5,1,3,4,2,Club-period Clubs,1,4,2,3,1,2.7,Math,5,4,6,1,3,2,1,5,2,4,3,6,7,Non-binary,,4,Less than 15 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:34:18,2/22/2021 11:40:23,IP Address,100,365,True,2/22/2021 11:40:23,R_2b47fJOGsst2m76,gl,EN,7.1,18,4,18,19,0.7,1.2,7,9.6,2,1,4,3,8.1,3,4,1,2,The musical/play because you have a bond with the cast. ,4,1,3,2,5,2.1,Math,1,2,3,5,6,4,1,2,3,5,6,4,7,Female,,5,Less than 15 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:35:37,2/22/2021 11:40:24,IP Address,100,286,True,2/22/2021 11:40:24,R_28zG1CbCRVC6R3n,gl,EN,3,4,0,0,2,2,1,8,9.5,1,2,3,4,8.4,2,3,4,1,theater,3,2,4,1,5,5,Science,2,1,3,6,4,5,1,3,2,4,5,6,8,Female,,3 or fewer,15 to 30 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:15,2/22/2021 11:40:26,IP Address,100,251,True,2/22/2021 11:40:26,R_2ANIQzL8cBk216e,gl,EN,4.2,2,0,0,1,0.5,0.5,7.7,8.8,2,1,3,4,4,1,4,3,2,,1,3,2,4,4,4,Math,2,1,3,6,5,4,2,3,1,4,5,6,6,Prefer not to answer,,5,30 to 60 minutes,White,,Jewish,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:35:33,2/22/2021 11:40:31,IP Address,100,298,True,2/22/2021 11:40:31,R_3L0TTawf30hU4W7,gl,EN,7.3,5,0,0,15,1,1,6,9,1,4,3,2,8.3,2,3,4,1,,3,2,4,1,5,5,Math,3,6,5,2,1,4,2,1,5,3,4,6,8,Female,,5,15 to 30 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:34:17,2/22/2021 11:40:32,IP Address,100,375,True,2/22/2021 11:40:33,R_eFnlR91jN9wtDl7,gl,EN,8.1,4,0,0,8,2.5,2.5,8,9.5,2,1,3,4,2.5,1,4,2,3,Basketball,2,3,1,4,4,2,Math,1,2,4,5,3,6,1,3,6,2,4,5,7,Male,,4,30 to 60 minutes,White,,Jewish,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:31,2/22/2021 11:40:41,IP Address,100,309,True,2/22/2021 11:40:42,R_3vXR7n0F0tt86EV,gl,EN,2.5,2,0,3,0,2,4,6,8,1,4,3,2,9.5,3,4,2,1,"Musicals, Plays, Sports games",3,1,4,2,4,2,World Language,2,3,1,5,4,6,1,3,2,5,4,6,8,Male,,5,15 to 30 minutes,"Asian: Indian or South/Southeast Asian,Native Hawaiian or Other Pacific Islander",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:35:36,2/22/2021 11:40:46,IP Address,100,309,True,2/22/2021 11:40:46,R_Q0bEzFqIV11aUzT,gl,EN,10,4,10,1,5,3,4,6,10.5,2,4,1,3,5,3,2,4,1,,2,1,3,4,1,2,World Language,1,2,3,4,5,6,1,2,3,4,5,6,7,Male,,4,Less than 15 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:34:38,2/22/2021 11:40:46,IP Address,100,367,True,2/22/2021 11:40:46,R_2pYwKVmFAx4OR14,gl,EN,7.5,3,0,0,0,1.2,1,8.5,10,3,1,2,4,6.1,2,3,4,1,Rock pop and jazz club,4,2,1,3,5,2,Math,2,1,3,6,5,4,4,2,1,5,6,3,6,Male,,3 or fewer,15 to 30 minutes,"Black or African-American,Multiracial",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:32:36,2/22/2021 11:40:50,IP Address,100,493,True,2/22/2021 11:40:50,R_3NxKCiEUvhtJ40M,gl,EN,6,5,0,4,0,0.7,0,9.5,9.5,2,1,4,3,7,1,4,2,3,Clubs,3,1,2,4,5,4,Math,1,6,2,4,3,5,1,3,2,4,5,6,6,Male,,4,15 to 30 minutes,Prefer to self-describe,Mixed,Jewish,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:41,2/22/2021 11:40:53,IP Address,100,311,True,2/22/2021 11:40:53,R_sHwA80Ts76HvsGt,gl,EN,6.8,8,3,0,4,1.7,0.8,9,10,2,1,3,4,6.5,2,3,4,1,Drama,3,2,4,1,5,4,Math,2,1,3,6,5,4,1,3,2,4,6,5,6,Female,,4,30 to 60 minutes,"Hispanic or Latina/o/x,White",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:30:53,2/22/2021 11:40:56,IP Address,100,603,True,2/22/2021 11:40:57,R_pT3n9Vi2u6MFYNH,gl,EN,5,20,6,3,6,1.5,2.5,8.7,8.8,3,1,4,2,8,1,2,4,3,Clubs,2,3,4,1,5,2,Math,1,5,6,3,2,4,1,3,2,4,5,6,7,Male,,4,15 to 30 minutes,"Asian: East Asian,Multiracial,White",,Other (optional specification),"I don't specifically have a religion, but mostly Pagan you could say. ","Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:33:42,2/22/2021 11:40:59,IP Address,100,437,True,2/22/2021 11:40:59,R_28CiuzBeRHZbmdU,gl,EN,8.5,2,1,2,15,2.6,2.6,7,9.3,2,1,4,3,2,1,3,2,4,Clubs,3,2,1,4,1,1,Math,1,6,3,2,5,4,1,5,2,3,4,6,7,Female,,5,15 to 30 minutes,Asian: East Asian,,Other (optional specification),Non-Religious,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:26,2/22/2021 11:40:59,IP Address,100,333,True,2/22/2021 11:40:59,R_ReEC7QUSIwIzmH7,gl,EN,7,8,1,3,2,3.5,4,8,10,2,3,1,4,8.5,1,3,4,2,Plays and Musicals,1,4,3,2,2,1.5,Math,2,1,3,6,4,5,1,2,3,4,5,6,8,Male,,5,15 to 30 minutes,White,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:57,2/22/2021 11:41:08,IP Address,100,250,True,2/22/2021 11:41:08,R_2wuHDztfirN8T10,gl,EN,5.1,12,4,2,20,1.2,2.4,9.9,11.6,1,3,2,4,9.9,1,3,2,4,Sports,4,1,2,3,5,4.5,World Language,2,4,1,3,5,6,2,3,1,5,4,6,6,Male,,4,15 to 30 minutes,"Asian: Indian or South/Southeast Asian,Hispanic or Latina/o/x",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:56,2/22/2021 11:41:09,IP Address,100,312,True,2/22/2021 11:41:09,R_2PjRL7XNHV2i5QK,gl,EN,7.4,12,1,4,3,0.9,0.6,10.2,11.8,1,2,4,3,6.8,2,4,3,1,Musical rehearsals ,4,2,3,1,5,4.5,Math,2,1,4,5,3,6,2,3,1,4,5,6,6,Female,,4,Less than 15 minutes,Prefer not to answer,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:58,2/22/2021 11:41:10,IP Address,100,312,True,2/22/2021 11:41:11,R_2cCqfUorWn1fE0x,gl,EN,6.1,4,2,3,2,1,2,8,11,1,2,3,4,3,2,3,4,1,Musical/Play rehearsals,2,1,4,3,5,1.4,Fine Arts,1,6,2,3,4,5,1,3,2,4,6,5,6,Female,,3 or fewer,30 to 60 minutes,Asian: Indian or South/Southeast Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:22:50,2/22/2021 11:41:23,IP Address,100,1113,True,2/22/2021 11:41:23,R_3nGU2RNY1Ribzyw,gl,EN,7,10,3,3,4,3,5,10.2,12,3,1,4,2,1.8,4,2,3,1,Musical,4,3,2,1,5,0.3,Math,5,2,6,4,3,1,2,1,3,4,5,6,6,Female,,4,15 to 30 minutes,Prefer to self-describe,Taiwanese ,Buddhist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:35,2/22/2021 11:41:34,IP Address,100,358,True,2/22/2021 11:41:34,R_2dN2w7omWUVt2W3,gl,EN,7,10,1,5,15,1,0.5,8,9,3,4,2,1,5,1,3,4,2,Musical practice ,4,1,2,3,5,4,Math,4,1,6,3,5,2,3,1,2,4,5,6,6,Female,,5,Less than 15 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:58,2/22/2021 11:41:34,IP Address,100,336,True,2/22/2021 11:41:35,R_sCdT7ENis1LNGTL,gl,EN,7.5,14,7,8,14,2.5,4,10.5,11.5,2,1,4,3,8.9,1,2,4,3,choir or debate maybe,4,1,2,3,5,4,Math,3,6,5,2,1,4,2,3,4,1,5,6,7,Female,,4,Less than 15 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:35:57,2/22/2021 11:41:41,IP Address,100,343,True,2/22/2021 11:41:41,R_Os9PlEO4cHmW8O5,gl,EN,4,10,1,3,4,0.8,1.3,9.5,9.5,3,1,4,2,8,3,4,1,2,SPORTS,3,4,1,2,5,4,Math,2,5,1,6,3,4,3,2,1,4,6,5,6,Male,,4,15 to 30 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:33:38,2/22/2021 11:41:41,IP Address,100,483,True,2/22/2021 11:41:41,R_2wnptwcdJKXMOad,gl,EN,7.1,3,1,1,5,3.1,2.4,8.7,7.6,3,1,2,4,6.6,3,1,2,4,Social's for the grades,3,2,1,4,3,4,Math,1,2,4,6,3,5,1,3,2,4,5,6,7,Female,,4,Less than 15 minutes,Prefer not to answer,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 11:34:52,2/22/2021 11:41:46,IP Address,100,413,True,2/22/2021 11:41:46,R_3qqVNSTUR091PNo,gl,EN,5.3,2,1,4,3,0.7,1,9.5,10,4,1,3,2,7.8,3,4,1,2,"Cross country, or the musicals/plays",3,4,1,2,5,1.9,Math,1,2,3,6,5,4,3,1,2,4,5,6,6,Female,,4,15 to 30 minutes,"American Indian or Alaskan Native,Asian: Indian or South/Southeast Asian,Hispanic or Latina/o/x,White",,Other (optional specification),"I don’t go to church or temple, but I celebrate Christmas and Easter!!","Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:34:54,2/22/2021 11:41:52,IP Address,100,418,True,2/22/2021 11:41:53,R_plqIQFzmbtonmWB,gl,EN,5.5,0,0,3,2,1,1,8,7,1,2,3,4,2.7,3,2,1,4,Debate team,3,2,1,4,3,2.1,Math,1,5,4,2,3,6,2,3,1,4,5,6,6,Male,,4,Less than 15 minutes,"Asian: Indian or South/Southeast Asian,Native Hawaiian or Other Pacific Islander",,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:37:45,2/22/2021 11:41:53,IP Address,100,247,True,2/22/2021 11:41:53,R_6DuRIhIwYTTJ8xH,gl,EN,3.5,2,0,1,7,0.3,0.2,9,8.1,2,1,3,4,10,2,3,1,4,Playing basketball in the gym after school.,2,3,4,1,3,3.6,Math,2,3,4,1,5,6,1,3,2,6,4,5,6,Male,,4,30 to 60 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:24:48,2/22/2021 11:41:56,IP Address,100,1027,True,2/22/2021 11:41:56,R_2WO21beqWvfJXFZ,gl,EN,7.2,3,0,2,4,1.5,3,7.5,9,1,3,4,2,5,2,1,3,4,POP,3,4,2,1,2,2,World Language,1,6,3,5,2,4,1,3,2,4,5,6,7,Male,,5,30 to 60 minutes,"Asian: East Asian,Asian: Indian or South/Southeast Asian,Multiracial,Prefer to self-describe",Chinese and Indian ,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:39,2/22/2021 11:42:00,IP Address,100,380,True,2/22/2021 11:42:00,R_ALKXsj1f32C2Eal,gl,EN,9,4,2,1,5,3,6,9,10,3,1,2,4,9,1,2,3,4,I very much enjoy the clubs (during school) we have. ,3,1,4,2,5,4,Science,1,4,6,3,2,5,2,6,4,1,3,5,8,Male,,4,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Muslim,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:27,2/22/2021 11:42:03,IP Address,100,395,True,2/22/2021 11:42:03,R_2tbVBWjGHD01mwl,gl,EN,4,1,0,1,3,2.5,2,7.5,12,3,1,4,2,5,1,2,4,3,Debate,2,1,4,3,2,2,Math,2,6,4,3,1,5,1,3,2,4,5,6,8,Female,,6 or more,30 to 60 minutes,White,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:51,2/22/2021 11:42:10,IP Address,100,378,True,2/22/2021 11:42:10,R_1IKj3r80QPtqVc5,gl,EN,5.3,4,0,0,8,0.8,1.2,8.6,9.1,2,1,3,4,6.3,1,3,2,4,,3,4,1,2,2,2.5,Math,2,3,5,1,6,4,1,2,3,4,5,6,8,Male,,4,15 to 30 minutes,White,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:37:51,2/22/2021 11:42:11,IP Address,100,259,True,2/22/2021 11:42:11,R_1mejPCDRM4zKYhL,gl,EN,8,4,0,7,3,2.5,5,10,9,2,3,1,4,9,3,4,2,1,The Musicals/Plays,3,4,2,1,3,4.5,History,3,6,5,2,1,4,1,3,4,6,2,5,8,Male,,6 or more,15 to 30 minutes,White,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:06,2/22/2021 11:42:14,IP Address,100,367,True,2/22/2021 11:42:14,R_2B5MpXcj8t0TJXW,gl,EN,4,0,0,0,15,1,2.5,8,9,3,1,4,2,7,1,4,2,3,,1,4,3,2,0,4,World Language,3,5,4,1,2,6,1,6,2,4,5,3,8,Male,,4,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:33,2/22/2021 11:42:16,IP Address,100,403,True,2/22/2021 11:42:17,R_1ml5N0PqTGavQrN,gl,EN,6,4,0,3,4,1,1,9,9.5,1,2,3,4,7,2,3,4,1,,2,3,4,1,5,3,Math,1,3,6,2,5,4,2,3,1,4,5,6,6,Female,,4,Less than 15 minutes,"Hispanic or Latina/o/x,Multiracial,White",,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:27,2/22/2021 11:42:21,IP Address,100,413,True,2/22/2021 11:42:21,R_0GqBmiiKkjsgJR7,gl,EN,7.5,5,2,0,9,3,2,7.5,8.5,4,1,3,2,6.5,2,4,1,3,Sports games ,2,3,1,4,4,3.5,Math,1,6,5,2,3,4,1,2,3,4,6,5,8,Female,,5,15 to 30 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:34:58,2/22/2021 11:42:23,IP Address,100,445,True,2/22/2021 11:42:23,R_2zjdBAPYGcu7Rkl,gl,EN,5,4,4,1,4,2,1.6,9,9,3,4,2,1,8.3,2,4,3,1,Soccer,4,1,2,3,1,3.8,Math,1,3,5,6,4,2,1,3,2,4,6,5,7,Female,,4,Less than 15 minutes,White,,Jewish,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:35,2/22/2021 11:42:24,IP Address,100,409,True,2/22/2021 11:42:25,R_1mUXzbk0AyWFQgZ,gl,EN,6.5,20,0,4,1,0.7,1,10.7,12,1,2,4,3,10,2,1,4,3,After-School Programming/Robotics/Engineering ,2,3,1,4,5,5,Math,1,6,3,2,4,5,1,4,3,5,2,6,6,Female,,3 or fewer,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:34:57,2/22/2021 11:42:30,IP Address,100,452,True,2/22/2021 11:42:30,R_2dyfxhu0Op3pbCE,gl,EN,5.8,4,1,3,5,1,1,8,9,1,2,3,4,0,1,4,3,2,clubs,2,3,1,4,5,5,Math,1,5,2,3,6,4,1,4,2,6,3,5,6,Male,,5,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
