StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q2_1,Q3_7,Q3_15,Q3_16,Q3_17,Q4_2,Q4_8,Q5_5,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q7_1,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q12_3,Q14,Q26_10,Q26_9,Q26_7,Q26_8,Q26_5,Q26_12,Q27_4,Q27_10,Q27_9,Q27_7,Q27_8,Q27_11,Q19,Q20,Q20_4_TEXT,Q21,Q22,Q23,Q23_11_TEXT,Q24,Q24_11_TEXT,Q25
2/22/2021 11:37:00,2/22/2021 11:46:05,IP Address,100,544,True,2/22/2021 11:46:05,R_33sg2BSCi6bi3Ef,gl,EN,7.2,8,1,5,8,1.5,2.5,7.5,8.7,1,2,3,4,10,3,4,1,2,The basketball seasons have been great.,2,3,4,1,3,5,Math,1,4,6,3,2,5,2,1,3,4,5,6,7,Female,,5,15 to 30 minutes,White,,Jewish,,Not sure/Prefer not to answer
2/22/2021 11:36:07,2/22/2021 11:46:21,IP Address,100,614,True,2/22/2021 11:46:21,R_278QMbaQ7CiziCm,gl,EN,9.2,5,6,4,6,3.5,4.5,7.5,9,1,4,3,2,2,3,1,4,2,Debate after-school ,4,3,2,1,2,2,Math,1,4,2,5,6,3,2,3,4,5,1,6,7,Male,,4,Less than 15 minutes,Hispanic or Latina/o/x,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:40:00,2/22/2021 11:46:29,IP Address,100,389,True,2/22/2021 11:46:30,R_3ew68wETldRA7ik,gl,EN,7,0,0,8,0,1.3,3.5,6.5,10.1,2,1,3,4,0,2,3,4,1,Musical/plays,3,1,2,4,4,3.6,Math,3,4,2,6,1,5,3,1,2,5,4,6,6,Prefer not to answer,,6 or more,15 to 30 minutes,Black or African-American,,"Christian (Protestant, Catholic, Orthodox, etc.)",,High school diploma or G.E.D
2/22/2021 11:35:56,2/22/2021 11:47:11,IP Address,100,675,True,2/22/2021 11:47:11,R_3NBRdD5I0BAT6lg,gl,EN,8.8,4,4,1,18,3,3.9,7.5,6.2,2,4,1,3,2.4,2,3,4,1,The Theater is really engaging but it is a lot.,3,4,1,2,5,1.6,Math,4,3,6,2,5,1,2,3,1,5,6,4,6,Female,,6 or more,Less than 15 minutes,"White,Prefer to self-describe",Filipino ,Other (optional specification),Episcopal ,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:58,2/22/2021 11:47:38,IP Address,100,640,True,2/22/2021 11:47:38,R_3L0AAXK0e7CjQZ7,gl,EN,7,1,0,2,20,3,6,8.5,10,2,1,3,4,7,2,4,1,3,Cross Country,3,1,2,4,0,1.5,Math,4,6,3,1,2,5,1,3,2,5,4,6,8,Male,,4,Less than 15 minutes,Multiracial,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:34:59,2/22/2021 11:48:14,IP Address,100,795,True,2/22/2021 11:48:14,R_1LbqUe8xEvUCRkn,gl,EN,5.5,0,0,2,10,0.8,0.2,8.5,9.2,2,1,3,4,4.8,2,3,1,4,sports,2,3,1,4,5,5,Math,1,6,3,2,5,4,1,3,2,4,5,6,6,Female,,5,30 to 60 minutes,Multiracial,,"Christian (Protestant, Catholic, Orthodox, etc.)",,Not sure/Prefer not to answer
2/22/2021 11:37:57,2/22/2021 11:50:11,IP Address,100,734,True,2/22/2021 11:50:12,R_SC3iTn2IKSpHzEZ,gl,EN,6,4,2,0,9,2.5,3.6,6,10,2,1,4,3,6,1,4,3,2,"Even though we haven’t done this yet, tennis is my favorite sport so probably tennis ;) (or clubs are pretty fun too)",4,1,3,2,3,2,Math,1,5,6,2,3,4,1,4,2,3,6,5,7,Female,,4,15 to 30 minutes,"Black or African-American,Hispanic or Latina/o/x",,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:25:27,2/22/2021 11:55:15,IP Address,100,1787,True,2/22/2021 11:55:15,R_10BkT9D5is6iPde,gl,EN,9.2,6,0,0,20,1.5,2.3,7.9,9.6,3,1,2,4,7.8,3,2,1,4,Sports,3,1,2,4,5,4.1,History,4,6,5,2,1,3,3,1,2,5,4,6,8,Female,,4,30 to 60 minutes,"Asian: East Asian,Middle Eastern,White",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:47:42,2/22/2021 11:55:51,IP Address,100,488,True,2/22/2021 11:55:51,R_3QQK4y84dgduwFc,gl,EN,8.7,17,0,0,15,2.3,1.5,6.5,9,1,2,4,3,8,2,4,1,3,"Dances, musicals/plays",4,3,2,1,3,2.5,Math,3,2,4,6,1,5,3,2,1,4,5,6,8,Female,,5,15 to 30 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 12:01:40,2/22/2021 12:05:24,IP Address,100,224,True,2/22/2021 12:05:24,R_3n6JN31nc7ApFzq,gl,EN,5,0,0,0,9,0.5,1.1,8.8,10.5,2,1,4,3,8.2,2,3,1,4,none,3,2,1,4,0,0.1,Math,1,5,6,2,3,4,2,5,1,3,4,6,7,Male,,4,15 to 30 minutes,Asian: East Asian,,Other (optional specification),none,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 12:02:09,2/22/2021 12:07:45,IP Address,100,336,True,2/22/2021 12:07:46,R_1gu1nbgGUYY1978,gl,EN,8,10,0,5,20,4,7,9,9.5,2,1,3,4,4.8,1,2,3,4,Coding,2,1,3,4,3,2,Math,5,4,3,1,2,6,1,6,4,2,3,5,6,Prefer not to answer,,Prefer not to answer,Prefer not to answer,Prefer not to answer,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 12:05:20,2/22/2021 12:11:55,IP Address,100,394,True,2/22/2021 12:11:56,R_2rkCS0z08kM1SyL,gl,EN,7.5,10,1,6,5,3.5,2,6,8,1,3,2,4,8,2,3,4,1,"Play, musical",2,1,4,3,4,3.5,World Language,2,1,5,3,6,4,3,1,2,4,6,5,8,Non-binary,,5,15 to 30 minutes,"Asian: Indian or South/Southeast Asian,Native Hawaiian or Other Pacific Islander",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:23:44,2/22/2021 12:12:33,IP Address,100,2929,True,2/22/2021 12:12:33,R_XTVMU1voCo3aag9,gl,EN,5,8,0,4,4,1,2,8.5,9,1,4,2,3,8,3,2,1,4,Instrumentals should be an extracurricular,1,4,2,3,3,3,Science,2,3,5,4,1,6,1,3,2,4,5,6,7,Male,,4,Less than 15 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:00,2/22/2021 12:23:07,IP Address,100,2827,True,2/22/2021 12:23:08,R_29rNvyNV1keAskF,gl,EN,4.9,10,0,0,11,0.8,1.4,8.8,8.8,1,2,3,4,5.3,2,4,1,3,Sports ,2,3,4,1,4,4,English,2,3,4,1,5,6,1,3,2,5,6,4,6,Female,,6 or more,30 to 60 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:24:19,2/22/2021 12:28:06,IP Address,100,3827,True,2/22/2021 12:28:07,R_2aJ3K55ZXmAMCYh,gl,EN,6.4,7,0,2,11,2,2.5,7.9,8.5,2,1,4,3,2,3,4,1,2,The play,3,4,1,2,2,3.1,Math,4,6,5,2,1,3,2,3,1,4,5,6,7,Female,,5,Less than 15 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 12:08:06,2/22/2021 12:31:04,IP Address,100,1378,True,2/22/2021 12:31:05,R_xDG7ZmaoiC9cLfz,gl,EN,2.5,6,0,1,2,2.5,2.7,8.5,9,1,2,4,3,1.3,1,2,4,3,I love the Bullet Journaling (sorry if I spelled that wrong) Club!,2,3,1,4,1,2.5,Math,1,6,3,4,2,5,1,5,3,2,6,4,7,Female,,4,15 to 30 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,Not sure/Prefer not to answer
2/22/2021 11:37:50,2/22/2021 12:35:48,IP Address,100,3478,True,2/22/2021 12:35:49,R_0SWjlcyaHFUm5Rn,gl,EN,7.5,6,1,2,10,5,6,8,9,1,3,2,4,1.7,2,3,1,4,golf,2,1,4,3,2,0.9,English,6,2,4,1,3,5,1,3,4,2,5,6,8,Male,,4,30 to 60 minutes,Asian: Indian or South/Southeast Asian,,Atheist,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:36:07,2/22/2021 12:47:49,IP Address,100,4301,True,2/22/2021 12:47:49,R_RtdELWPcmxqvy3D,gl,EN,5.5,15,0,2,10,10,2,8.5,10,2,4,3,1,7.5,2,4,3,1,Drawing ,3,4,1,2,4,4.5,Math,2,1,3,6,4,5,2,6,1,4,5,3,6,Female,,6 or more,30 to 60 minutes,Asian: Indian or South/Southeast Asian,,Buddhist,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:35:30,2/22/2021 12:55:46,IP Address,100,4815,True,2/22/2021 12:55:46,R_6m7Vs7JPfZTbj1L,gl,EN,4.7,12,4,0,7,2,2.3,8,10,2,4,1,3,6.1,2,3,4,1,Robotics ,1,4,2,3,3,2.9,World Language,6,3,5,2,1,4,2,4,1,3,6,5,8,Male,,4,15 to 30 minutes,Multiracial,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:38:54,2/22/2021 13:03:29,IP Address,100,5074,True,2/22/2021 13:03:29,R_3KILQtcPss1sA5f,gl,EN,6.1,5,1,4,8,1.8,1.5,6.8,8.8,1,3,2,4,7,2,4,1,3,Flag Football,2,3,1,4,5,1.8,Math,3,5,2,4,1,6,1,2,3,5,4,6,8,Male,,4,15 to 30 minutes,"Asian: East Asian,Asian: Indian or South/Southeast Asian,Multiracial,White",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:27,2/22/2021 13:43:53,IP Address,100,7705,True,2/22/2021 13:43:53,R_24epvjo52Trss2p,gl,EN,6,6,1,5,4,1.6,1.7,8.8,9.6,3,2,1,4,3.3,2,1,3,4,Debate,3,2,1,4,5,3.6,Math,2,6,3,1,4,5,1,3,2,5,4,6,6,Male,,3 or fewer,15 to 30 minutes,"Asian: Indian or South/Southeast Asian,Prefer not to answer",,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 13:57:29,2/22/2021 14:01:57,IP Address,100,268,True,2/22/2021 14:01:58,R_12sbJy6Ke1Bv55A,gl,EN,7.5,2,0,3,2,1.5,2,6.5,5,1,3,2,4,7,2,4,3,1,Fine Arts Rotation,4,3,2,1,4,1.8,Science,4,2,6,3,1,5,1,3,2,4,5,6,7,Female,,4,15 to 30 minutes,Asian: East Asian,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:25:58,2/22/2021 14:06:41,IP Address,100,9643,True,2/22/2021 14:06:42,R_3FXSczGAErn1k2W,gl,EN,7.6,6,0,4,10,3,4,5.4,7,1,2,4,3,8.4,3,4,1,2,,3,1,4,2,2,4.2,Math,2,1,3,5,6,4,1,2,4,3,6,5,8,Female,,5,Less than 15 minutes,"Asian: Indian or South/Southeast Asian,Multiracial,White",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:25:44,2/22/2021 15:00:31,IP Address,100,12887,True,2/22/2021 15:00:31,R_2TGXeEZUacbhaQS,gl,EN,6.9,7,0,0,6,3,5,6.5,8.6,2,1,3,4,3.5,1,4,2,3,Football,3,2,1,4,1,2,World Language,3,5,4,1,6,2,1,2,3,4,5,6,8,Male,,4,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 15:19:23,2/22/2021 15:22:39,IP Address,100,196,True,2/22/2021 15:22:40,R_3EbtQblHRXHLnO6,gl,EN,6.3,0,0,0,0,1.8,1,8.2,9.5,2,1,4,3,4.8,2,3,4,1,Visual Arts,1,2,3,4,3,2.3,Math,2,1,4,6,3,5,1,3,2,4,5,6,7,Female,,4,15 to 30 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:16,2/22/2021 15:38:27,IP Address,100,14590,True,2/22/2021 15:38:27,R_1k0nsYiAsteOCd3,gl,EN,5.5,5,1,5,12,1.7,1,8.5,10,3,1,2,4,7.5,2,4,3,1,Debate Club,4,2,1,3,4,3,World Language,1,3,2,5,4,6,4,2,1,3,5,6,6,Male,,3 or fewer,30 to 60 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 15:51:56,2/22/2021 15:55:34,IP Address,100,218,True,2/22/2021 15:55:35,R_3Jl0XCxH4ELT9U5,gl,EN,4.2,5,0,1,8,1.5,0.7,6.9,7.6,1,2,4,3,0.8,1,3,2,4,,4,3,2,1,1,0.7,English,2,6,5,1,4,3,1,2,3,4,5,6,8,Male,,5,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 15:51:30,2/22/2021 15:58:06,IP Address,100,396,True,2/22/2021 15:58:06,R_3kA5O5FYPBlK8Sb,gl,EN,7.3,3,0,0,8,3,3,6,7.9,3,1,2,4,4.4,1,4,3,2,Clubs,1,3,2,4,4,3,Math,4,1,5,6,3,2,1,3,2,4,5,6,8,Female,,4,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 15:50:43,2/22/2021 15:58:16,IP Address,100,453,True,2/22/2021 15:58:16,R_32KH7V0ci477vX7,gl,EN,3.9,12,2,3,5,0.5,0.7,11,11.5,1,3,2,4,3.9,3,4,2,1,"Drama, and dance",4,2,3,1,5,1.9,Math,1,3,4,6,2,5,3,2,1,4,5,6,6,Female,,5,Less than 15 minutes,"American Indian or Alaskan Native,Asian: Indian or South/Southeast Asian",,Hindu,,Not sure/Prefer not to answer
2/22/2021 15:52:52,2/22/2021 15:58:44,IP Address,100,352,True,2/22/2021 15:58:44,R_2ARoPnGYmXGQm8y,gl,EN,8.7,15,3,10,15,3.5,8,7,9,4,1,3,2,7.5,1,3,2,4,Clubs Period,2,4,3,1,4,2.5,World Language,1,6,5,3,2,4,1,4,3,2,5,6,8,Female,,5,15 to 30 minutes,"Asian: East Asian,Multiracial,Native Hawaiian or Other Pacific Islander,White",,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 15:58:04,2/22/2021 16:04:50,IP Address,100,405,True,2/22/2021 16:04:50,R_x4VxhpvuP7Wvyut,gl,EN,8,4,0,0,9,3.5,5,8,12,2,4,3,1,8.5,1,3,2,4,Football,2,4,3,1,2,2,Math,3,6,1,4,5,2,1,4,2,3,5,6,8,Male,,4,15 to 30 minutes,Prefer to self-describe,Amerasian,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 15:54:09,2/22/2021 16:06:55,IP Address,100,765,True,2/22/2021 16:06:55,R_2ti0RZYW4v3f0pv,gl,EN,7.5,10,0,0,5,2.5,4,7,8,1,4,2,3,5,1,3,2,4,Clubs (In School),2,4,1,3,2,1.5,Math,1,5,3,4,2,6,1,4,2,3,6,5,7,Male,,4,15 to 30 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 16:02:08,2/22/2021 16:08:51,IP Address,100,403,True,2/22/2021 16:08:52,R_2ahNuHOARTdxt9X,gl,EN,8.3,20,1,0,20,2.5,4.1,8.4,10.1,1,4,2,3,4.1,4,3,1,2,Debate,3,2,1,4,3,1,Science,1,4,6,2,3,5,1,2,3,4,5,6,7,Male,,6 or more,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 15:18:22,2/22/2021 17:23:53,IP Address,100,7531,True,2/22/2021 17:23:53,R_PS2FNo9xkYYSpFf,gl,EN,5.2,12,0,3,4,1.5,2.6,11.5,10.1,2,1,4,3,5,2,3,1,4, ,4,3,2,1,1,2.5,History,4,5,6,2,1,3,2,1,5,3,4,6,8,Male,,4,15 to 30 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 17:21:55,2/22/2021 17:33:24,IP Address,100,689,True,2/22/2021 17:33:24,R_28PcCn6sqHROgIB,gl,EN,6,5,1,4,6,1.5,1,8.5,10,4,1,2,3,8,1,4,2,3,Coding and robotics ,1,4,2,3,5,2,Math,3,6,4,2,1,5,2,5,1,6,4,3,8,Male,,5,30 to 60 minutes,Multiracial,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 17:44:49,2/22/2021 17:50:47,IP Address,100,358,True,2/22/2021 17:50:48,R_1dFYC0KQdABc8t6,gl,EN,7,0,0,0,6,0.5,0.3,8,8.7,3,1,2,4,9.6,2,4,1,3,Sports,3,1,2,4,5,3.5,World Language,1,5,3,2,4,6,1,2,3,4,6,5,6,Female,,3 or fewer,15 to 30 minutes,White,,Other (optional specification),None,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 18:18:33,2/22/2021 18:27:45,IP Address,100,551,True,2/22/2021 18:27:46,R_3imzjMM8UGPkYFy,gl,EN,5,5,0,0,2,2.5,2,9,11,1,2,3,4,6.8,3,4,1,2,In person sport are usually what gets me engaged,2,3,1,4,4,4.2,World Language,4,5,6,1,3,2,2,4,1,3,5,6,8,Male,,5,15 to 30 minutes,Hispanic or Latina/o/x,,"Christian (Protestant, Catholic, Orthodox, etc.)",,Did not finish high school
2/22/2021 18:30:25,2/22/2021 18:34:09,IP Address,100,223,True,2/22/2021 18:34:09,R_1Fh7i44e7codI71,gl,EN,7.6,4,1,0,8,1,1.5,8.5,8,3,4,2,1,4.8,1,4,2,3,,3,1,2,4,1,0.7,Science,5,4,6,1,3,2,1,5,2,4,3,6,7,Male,,4,15 to 30 minutes,"Asian: East Asian,Multiracial",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 18:48:16,2/22/2021 19:03:07,IP Address,100,891,True,2/22/2021 19:03:08,R_1ZVpvXmFxq5saCB,gl,EN,7.7,0,0,0,20,1,2,8,12,2,1,3,4,0,1,2,3,4,Nothing,1,2,3,4,0,0,Math,2,6,4,1,3,5,1,6,5,2,4,3,7,Male,,4,15 to 30 minutes,Multiracial,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 19:03:52,2/22/2021 19:10:09,IP Address,100,377,True,2/22/2021 19:10:09,R_w11W7C8AUoLpTuF,gl,EN,5.3,10,2,9,15,7.1,3,8,10,1,4,2,3,8.2,1,2,4,3,Sports.,1,2,3,4,3,3.1,Math,5,2,6,1,3,4,1,2,3,4,6,5,6,Male,,4,30 to 60 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 19:17:36,2/22/2021 19:28:13,IP Address,100,636,True,2/22/2021 19:28:13,R_10VKktpcCe7hy8v,gl,EN,9,3,0,0,9,4,1.5,8,9,4,2,1,3,4,3,4,1,2,N/A.,3,1,2,4,5,0,Math,1,4,5,2,6,3,2,1,3,4,6,5,7,Female,,3 or fewer,Less than 15 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 19:43:52,2/22/2021 19:48:44,IP Address,100,292,True,2/22/2021 19:48:45,R_2S2hoDajuP8w30j,gl,EN,8,17,5,1,5,4.9,11.7,6.7,9.3,1,2,4,3,7.2,1,3,2,4,,4,3,2,1,3,4,Math,6,3,2,4,1,5,1,3,2,6,4,5,8,Male,,4,15 to 30 minutes,Multiracial,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 15:53:46,2/22/2021 21:35:09,IP Address,100,20482,True,2/22/2021 21:35:09,R_3PSuSUubpm1dB6I,gl,EN,6.9,5,1,2,2,1.6,1,9.5,10.1,3,1,4,2,10,1,2,4,3,Fine arts,3,1,4,2,5,3,Math,1,2,4,6,5,3,1,4,3,2,5,6,6,Female,,6 or more,15 to 30 minutes,Hispanic or Latina/o/x,,Not sure/Prefer not to answer,,High school diploma or G.E.D
2/22/2021 23:35:54,2/22/2021 23:40:10,IP Address,100,255,True,2/22/2021 23:40:10,R_2SBLuXWS2g3GlHh,gl,EN,7.6,10,1,0,8,1.8,1.9,7.1,9.8,2,1,4,3,8.6,1,4,2,3,Sports,4,3,2,1,3,3,Math,3,1,6,4,5,2,1,2,3,4,5,6,8,Female,,4,30 to 60 minutes,White,,Atheist,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 23:54:41,2/23/2021 0:01:21,IP Address,100,399,True,2/23/2021 0:01:21,R_OHUWPVtKz00o7Xb,gl,EN,4,0,0,0,3,0.5,0.5,8.5,9.4,2,1,4,3,5,1,3,2,4,Debate,2,4,1,3,1,2.5,World Language,2,5,6,1,3,4,2,6,1,4,5,3,7,Male,,4,15 to 30 minutes,"Asian: East Asian,Asian: Indian or South/Southeast Asian",,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"